Pogram,Program Code,Program Type,Major CIP,CIP Area,Degee,Major,Marjo Code,Students AY 2025,FY 2022 Grads,Wages Found,Median Wages,FY 24 Grads,Transferred in 1 Year,Median Hourly,5 Year Job Change,Articulations,Labor Market Analysis
Plumber - Independent: AAS,PLI-AAS,Workforce,460503,Plumbing Technology/Plumber,AAS,"Plumbing, Independent - Appr",PLI,202,1,0,,2,0,30.2,0.15,0,"Current demand: 16,550 jobs across Salt Lake, Utah, and Davis counties in 2024. Projected demand: 19,042 jobs by 2030 (15%), a net change of 2,493; national-trend adjustment suggests 957. Earnings: average annual pay ranges from $56,919 to $79,933 across mapped roles; top-paying role locally is First-Line Supervisors of Construction Trades and Extraction Workers ($79,933). Typical education: High school diploma or equivalent. Completions: 769 regional graduates in 2024 (SLCC: 49), indicating a likely talent shortfall relative to net growth. Highlighted occupations: First-Line Supervisors of Construction Trades and Extraction Workers (10,189 jobs, $79,933); Plumbers, Pipefitters, and Steamfitters (6,086 jobs, $66,442). Regional context: The Wasatch Front continues to add residents and jobs, with unemployment near 3% and strong demand driven by aerospace/defense in Davis County and tech and healthcare growth in Utah and Salt Lake counties."
Plumber/Pipefitter: AAS,PFA-AAS,Workforce,460503,Plumbing Technology/Plumber,AAS,"Plumber/Pipefitter, JATC-Appr",PFA,289,0,0,,1,0,30.2,0.15,0,"Current demand: 16,550 jobs across Salt Lake, Utah, and Davis counties in 2024. Projected demand: 19,042 jobs by 2030 (15%), a net change of 2,493; national-trend adjustment suggests 957. Earnings: average annual pay ranges from $56,919 to $79,933 across mapped roles; top-paying role locally is First-Line Supervisors of Construction Trades and Extraction Workers ($79,933). Typical education: High school diploma or equivalent. Completions: 769 regional graduates in 2024 (SLCC: 49), indicating a likely talent shortfall relative to net growth. Highlighted occupations: First-Line Supervisors of Construction Trades and Extraction Workers (10,189 jobs, $79,933); Plumbers, Pipefitters, and Steamfitters (6,086 jobs, $66,442). Regional context: The Wasatch Front continues to add residents and jobs, with unemployment near 3% and strong demand driven by aerospace/defense in Davis County and tech and healthcare growth in Utah and Salt Lake counties."
Plumbing Apprenticeship: CP,TEPL-CP,Workforce,460503,Plumbing Technology/Plumber,CP,Plumbing Apprenticeship,TEPL,232,0,0,,0,0,30.2,0.15,0,"Current demand: 16,550 jobs across Salt Lake, Utah, and Davis counties in 2024. Projected demand: 19,042 jobs by 2030 (15%), a net change of 2,493; national-trend adjustment suggests 957. Earnings: average annual pay ranges from $56,919 to $79,933 across mapped roles; top-paying role locally is First-Line Supervisors of Construction Trades and Extraction Workers ($79,933). Typical education: High school diploma or equivalent. Completions: 769 regional graduates in 2024 (SLCC: 49), indicating a likely talent shortfall relative to net growth. Highlighted occupations: First-Line Supervisors of Construction Trades and Extraction Workers (10,189 jobs, $79,933); Plumbers, Pipefitters, and Steamfitters (6,086 jobs, $66,442). Regional context: The Wasatch Front continues to add residents and jobs, with unemployment near 3% and strong demand driven by aerospace/defense in Davis County and tech and healthcare growth in Utah and Salt Lake counties."
Political Science: AS,POLI-AS,Transfer,451001,Political Science/Government,AS,Political Science,POLI,151,0,0,,21,14,39.42,0.16,0,"Current demand: 31,318 jobs across Salt Lake, Utah, and Davis counties in 2024. Projected demand: 35,988 jobs by 2030 (15%), a net change of 4,670; national-trend adjustment suggests 3,153. Earnings: average annual pay ranges from $62,749 to $92,689 across mapped roles; top-paying role locally is Managers, All Other ($92,689). Typical education: Bachelor's degree. Completions: 31,781 regional graduates in 2024 (SLCC: 2,898), indicating an ample pipeline of graduates relative to net growth. Highlighted occupations: Managers, All Other (22,545 jobs, $92,689); Secondary School Teachers, Except Special and Career/Technical Education (7,554 jobs, $71,566). Regional context: The Wasatch Front continues to add residents and jobs, with unemployment near 3% and strong demand driven by aerospace/defense in Davis County and tech and healthcare growth in Utah and Salt Lake counties."
Power Equip MotorcycleTech: CP,TEPM-CP,Workforce,470611,Motorcycle Maintenance Repair,CP,Power Equip Motorcycle Tech,TEPM,3,0,0,,0,0,20.32,0.03,0,"Current demand: 173 jobs across Salt Lake, Utah, and Davis counties in 2024. Projected demand: 186 jobs by 2030 (7%), a net change of 13; national-trend adjustment suggests 2. Earnings: average annual pay ranges from $44,692 to $44,692 across mapped roles; top-paying role locally is Motorcycle Mechanics ($44,692). Typical education: Postsecondary nondegree award. Completions: 154 regional graduates in 2024 (SLCC: 43), indicating an ample pipeline of graduates relative to net growth. Highlighted occupations: Motorcycle Mechanics (173 jobs, $44,692). Regional context: The Wasatch Front continues to add residents and jobs, with unemployment near 3% and strong demand driven by aerospace/defense in Davis County and tech and healthcare growth in Utah and Salt Lake counties."
Pre-Health Sciences: AS,PHS-AS,Transfer,510000,"Health Sciences, General",AS,Pre-Health Sciences,PHS,3913,0,0,,8,6,24.03,0.16,0,"Current demand: 15,147 jobs across Salt Lake, Utah, and Davis counties in 2024. Projected demand: 17,611 jobs by 2030 (16%), a net change of 2,463; national-trend adjustment suggests 2,516. Earnings: average annual pay ranges from $97,570 to $97,570 across mapped roles; top-paying role locally is Unclassified Occupation ($97,570). Completions: 80 regional graduates in 2024 (SLCC: 1), indicating a likely talent shortfall relative to net growth. Highlighted occupations: Unclassified Occupation (15,147 jobs, $97,570). Regional context: The Wasatch Front continues to add residents and jobs, with unemployment near 3% and strong demand driven by aerospace/defense in Davis County and tech and healthcare growth in Utah and Salt Lake counties."
Pre-Medical Health Science: AS,PHMS-AS,Transfer,510000,"Health Sciences, General",AS,Health Sciences,HS,1,0,0,,0,0,24.03,0.16,0,"Current demand: 15,147 jobs across Salt Lake, Utah, and Davis counties in 2024. Projected demand: 17,611 jobs by 2030 (16%), a net change of 2,463; national-trend adjustment suggests 2,516. Earnings: average annual pay ranges from $97,570 to $97,570 across mapped roles; top-paying role locally is Unclassified Occupation ($97,570). Completions: 80 regional graduates in 2024 (SLCC: 1), indicating a likely talent shortfall relative to net growth. Highlighted occupations: Unclassified Occupation (15,147 jobs, $97,570). Regional context: The Wasatch Front continues to add residents and jobs, with unemployment near 3% and strong demand driven by aerospace/defense in Davis County and tech and healthcare growth in Utah and Salt Lake counties."
Pre-Medical Health Science: AS,PMHS-AS,Transfer,510000,"Health Sciences, General",AS,Pre-Medical Health Sciences,PMHS,970,0,0,,85,38,24.03,0.16,0,"Current demand: 15,147 jobs across Salt Lake, Utah, and Davis counties in 2024. Projected demand: 17,611 jobs by 2030 (16%), a net change of 2,463; national-trend adjustment suggests 2,516. Earnings: average annual pay ranges from $97,570 to $97,570 across mapped roles; top-paying role locally is Unclassified Occupation ($97,570). Completions: 80 regional graduates in 2024 (SLCC: 1), indicating a likely talent shortfall relative to net growth. Highlighted occupations: Unclassified Occupation (15,147 jobs, $97,570). Regional context: The Wasatch Front continues to add residents and jobs, with unemployment near 3% and strong demand driven by aerospace/defense in Davis County and tech and healthcare growth in Utah and Salt Lake counties."
Pre-Medical Health Science: AS,PMHS-AS,Transfer,513801,Registered Nursing/Nurse,AS,Nursing,NRS,1,0,0,,0,0,42.41,0.15,0,"Current demand: 19,761 jobs across Salt Lake, Utah, and Davis counties in 2024. Projected demand: 22,442 jobs by 2030 (14%), a net change of 2,681; national-trend adjustment suggests 1,330. Earnings: average annual pay ranges from $89,463 to $89,463 across mapped roles; top-paying role locally is Registered Nurses ($89,463). Typical education: Bachelor's degree. Completions: 11,234 regional graduates in 2024 (SLCC: 186), indicating an ample pipeline of graduates relative to net growth. Highlighted occupations: Registered Nurses (19,761 jobs, $89,463). Regional context: The Wasatch Front continues to add residents and jobs, with unemployment near 3% and strong demand driven by aerospace/defense in Davis County and tech and healthcare growth in Utah and Salt Lake counties."
Professional Sales: CP,SALE-CP,Workforce,521804,Sell Skills Sales Operations,CP,Professional Sales,SALE,8,0,0,,3,1,28.23,0.1,0,"Current demand: 48,396 jobs across Salt Lake, Utah, and Davis counties in 2024. Projected demand: 53,191 jobs by 2030 (10%), a net change of 4,796; national-trend adjustment suggests 2,980. Earnings: average annual pay ranges from $45,610 to $99,608 across mapped roles; top-paying role locally is Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products ($99,608). Typical education: High school diploma or equivalent. Completions: 24,007 regional graduates in 2024 (SLCC: 64), indicating an ample pipeline of graduates relative to net growth. Highlighted occupations: First-Line Supervisors of Retail Sales Workers (17,994 jobs, $65,494); Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel (15,256 jobs, $72,123). Regional context: The Wasatch Front continues to add residents and jobs, with unemployment near 3% and strong demand driven by aerospace/defense in Davis County and tech and healthcare growth in Utah and Salt Lake counties."
Professional Truck Driving: CA,TECD-CA,Workforce,490205,Truck & Bus Driver/Commercial,CA,Professional Truck Driving CDL,TECD,137,0,0,,99,1,28.27,0.08,0,"Current demand: 35,374 jobs across Salt Lake, Utah, and Davis counties in 2024. Projected demand: 41,342 jobs by 2030 (17%), a net change of 5,968; national-trend adjustment suggests 3,788. Earnings: average annual pay ranges from $43,957 to $62,237 across mapped roles; top-paying role locally is Heavy and Tractor-Trailer Truck Drivers ($62,237). Typical education: High school diploma or equivalent. Completions: 344 regional graduates in 2024 (SLCC: 224), indicating a likely talent shortfall relative to net growth. Highlighted occupations: Heavy and Tractor-Trailer Truck Drivers (20,464 jobs, $62,237); Light Truck Drivers (11,437 jobs, $49,285). Regional context: The Wasatch Front continues to add residents and jobs, with unemployment near 3% and strong demand driven by aerospace/defense in Davis County and tech and healthcare growth in Utah and Salt Lake counties."
PS (Physics): AS,PSPH-AS,Transfer,400801,"Physics, General",AS,Physics,PSPH,79,0,0,,2,1,37.77,0.09,0,"Current demand: 8,565 jobs across Salt Lake, Utah, and Davis counties in 2024. Projected demand: 9,438 jobs by 2030 (10%), a net change of 874; national-trend adjustment suggests 244. Earnings: average annual pay ranges from $71,566 to $133,182 across mapped roles; top-paying role locally is Natural Sciences Managers ($133,182). Typical education: Bachelor's degree. Completions: 7,182 regional graduates in 2024 (SLCC: 181), indicating an ample pipeline of graduates relative to net growth. Highlighted occupations: Secondary School Teachers, Except Special and Career/Technical Education (7,554 jobs, $71,566); Natural Sciences Managers (1,011 jobs, $133,182). Regional context: The Wasatch Front continues to add residents and jobs, with unemployment near 3% and strong demand driven by aerospace/defense in Davis County and tech and healthcare growth in Utah and Salt Lake counties."
Psychology: AS,PSY-AS,Transfer,420101,"Psychology, General",AS,Psychology,PSY,1029,0,0,,166,96,34.22,0.16,3,"Current demand: 23,764 jobs across Salt Lake, Utah, and Davis counties in 2024. Projected demand: 27,727 jobs by 2030 (17%), a net change of 3,963; national-trend adjustment suggests 2,988. Earnings: average annual pay ranges from $62,749 to $92,689 across mapped roles; top-paying role locally is Managers, All Other ($92,689). Typical education: Bachelor's degree. Completions: 26,945 regional graduates in 2024 (SLCC: 2,761), indicating an ample pipeline of graduates relative to net growth. Highlighted occupations: Managers, All Other (22,545 jobs, $92,689); Social Science Research Assistants (1,218 jobs, $62,749). Regional context: The Wasatch Front continues to add residents and jobs, with unemployment near 3% and strong demand driven by aerospace/defense in Davis County and tech and healthcare growth in Utah and Salt Lake counties."
Radiology Technology: AAS,RAD-AAS,Workforce,510911,Radiologic Tech/Science Rad,AAS,Radiologic Technology,RAD,81,35,33,71255,47,5,34.05,0.16,0,"Current demand: 1,039 jobs across Salt Lake, Utah, and Davis counties in 2024. Projected demand: 1,244 jobs by 2030 (20%), a net change of 205; national-trend adjustment suggests 68. Earnings: average annual pay ranges from $82,232 to $82,232 across mapped roles; top-paying role locally is Radiologic Technologists and Technicians ($82,232). Typical education: Associate's degree. Completions: 74 regional graduates in 2024 (SLCC: 47), indicating a likely talent shortfall relative to net growth. Highlighted occupations: Radiologic Technologists and Technicians (1,039 jobs, $82,232). Regional context: The Wasatch Front continues to add residents and jobs, with unemployment near 3% and strong demand driven by aerospace/defense in Davis County and tech and healthcare growth in Utah and Salt Lake counties."
Refrigeration - JATC: AAS,RFA-AAS,Workforce,470201,"Heating, Ventilation/Air Cond",AAS,"Refrigeration, JATC - Appr",RFA,49,0,0,,1,0,32.59,0.15,0,"Current demand: 4,719 jobs across Salt Lake, Utah, and Davis counties in 2024. Projected demand: 5,545 jobs by 2030 (18%), a net change of 826; national-trend adjustment suggests 438. Earnings: average annual pay ranges from $62,094 to $62,094 across mapped roles; top-paying role locally is Heating, Air Conditioning, and Refrigeration Mechanics and Installers ($62,094). Typical education: Postsecondary nondegree award. Completions: 72 regional graduates in 2024 (SLCC: 3), indicating a likely talent shortfall relative to net growth. Highlighted occupations: Heating, Air Conditioning, and Refrigeration Mechanics and Installers (4,719 jobs, $62,094). Regional context: The Wasatch Front continues to add residents and jobs, with unemployment near 3% and strong demand driven by aerospace/defense in Davis County and tech and healthcare growth in Utah and Salt Lake counties."
Respiratory Therapy: AAS,RESP-AAS,Workforce,510812,Respiratory Therapy Tech,AAS,Respiratory Therapy,RESP,26,15,15,67966,17,4,23.66,0.14,0,"Current demand: 1,150 jobs across Salt Lake, Utah, and Davis counties in 2024. Projected demand: 1,328 jobs by 2030 (16%), a net change of 178; national-trend adjustment suggests 85. Earnings: average annual pay ranges from $52,533 to $52,533 across mapped roles; top-paying role locally is Health Technologists and Technicians, All Other ($52,533). Typical education: Postsecondary nondegree award. Completions: 976 regional graduates in 2024 (SLCC: 201), indicating an ample pipeline of graduates relative to net growth. Highlighted occupations: Health Technologists and Technicians, All Other (1,150 jobs, $52,533). Regional context: The Wasatch Front continues to add residents and jobs, with unemployment near 3% and strong demand driven by aerospace/defense in Davis County and tech and healthcare growth in Utah and Salt Lake counties."
Robotics Technology: CP,TEAM-CP,Workforce,480510,CNC Machinist,CP,Robotics Technology,TEAM,5,0,0,,0,0,22.6,0.1,0,"Current demand: 751 jobs across Salt Lake, Utah, and Davis counties in 2024. Projected demand: 854 jobs by 2030 (14%), a net change of 103; national-trend adjustment suggests -5. Earnings: average annual pay ranges from $49,031 to $73,170 across mapped roles; top-paying role locally is Computer Numerically Controlled Tool Programmers ($73,170). Typical education: High school diploma or equivalent. Completions: 296 regional graduates in 2024 (SLCC: 80), indicating an ample pipeline of graduates relative to net growth. Highlighted occupations: Computer Numerically Controlled Tool Operators (640 jobs, $49,031); Computer Numerically Controlled Tool Programmers (111 jobs, $73,170). Regional context: The Wasatch Front continues to add residents and jobs, with unemployment near 3% and strong demand driven by aerospace/defense in Davis County and tech and healthcare growth in Utah and Salt Lake counties."
Salt Lake Techincal College:PI,SLTC-PI,Workforce,300000,Multi/Interdisciplinary Study,PI,Salt Lake Technical College,SLTC,4,0,0,,0,0,29.2,0.1,0,"Current demand: 15,147 jobs across Salt Lake, Utah, and Davis counties in 2024. Projected demand: 17,611 jobs by 2030 (16%), a net change of 2,463; national-trend adjustment suggests 2,516. Earnings: average annual pay ranges from $97,570 to $97,570 across mapped roles; top-paying role locally is Unclassified Occupation ($97,570). Completions: 80 regional graduates in 2024 (SLCC: 1), indicating a likely talent shortfall relative to net growth. Highlighted occupations: Unclassified Occupation (15,147 jobs, $97,570). Regional context: The Wasatch Front continues to add residents and jobs, with unemployment near 3% and strong demand driven by aerospace/defense in Davis County and tech and healthcare growth in Utah and Salt Lake counties."
Small Unmanned Aerial Sys: CP,SUAS-CP,Workforce,450702,Geographic Info Science,CP,Small Unmanned Aerial Sys,SUAS,2,0,0,,0,0,48.21,0.16,0,"Current demand: 23,191 jobs across Salt Lake, Utah, and Davis counties in 2024. Projected demand: 27,117 jobs by 2030 (17%), a net change of 3,926; national-trend adjustment suggests 2,923. Earnings: average annual pay ranges from $56,663 to $93,269 across mapped roles; top-paying role locally is Geographers ($93,269). Typical education: Bachelor's degree. Completions: 25,963 regional graduates in 2024 (SLCC: 2,606), indicating an ample pipeline of graduates relative to net growth. Highlighted occupations: Managers, All Other (22,545 jobs, $92,689); Surveying and Mapping Technicians (463 jobs, $56,663). Regional context: The Wasatch Front continues to add residents and jobs, with unemployment near 3% and strong demand driven by aerospace/defense in Davis County and tech and healthcare growth in Utah and Salt Lake counties."
Social & Behavioral Sci: AS,SBS-AS,Transfer,450101,Social Science,AS,Social & Behavioral Sciences,SBS,375,0,0,,1,1,39.41,0.11,0,"Current demand: 31,615 jobs across Salt Lake, Utah, and Davis counties in 2024. Projected demand: 36,333 jobs by 2030 (15%), a net change of 4,717; national-trend adjustment suggests 3,168. Earnings: average annual pay ranges from $62,749 to $92,689 across mapped roles; top-paying role locally is Managers, All Other ($92,689). Typical education: Bachelor's degree. Completions: 35,526 regional graduates in 2024 (SLCC: 2,930), indicating an ample pipeline of graduates relative to net growth. Highlighted occupations: Managers, All Other (22,545 jobs, $92,689); Secondary School Teachers, Except Special and Career/Technical Education (7,554 jobs, $71,566). Regional context: The Wasatch Front continues to add residents and jobs, with unemployment near 3% and strong demand driven by aerospace/defense in Davis County and tech and healthcare growth in Utah and Salt Lake counties."
Social & Behavioral Sci:AA,SBS-AA,Transfer,450101,Social Science,AA,Social & Behavioral Sciences,SBS,30,0,0,,0,0,39.41,0.11,0,"Current demand: 31,615 jobs across Salt Lake, Utah, and Davis counties in 2024. Projected demand: 36,333 jobs by 2030 (15%), a net change of 4,717; national-trend adjustment suggests 3,168. Earnings: average annual pay ranges from $62,749 to $92,689 across mapped roles; top-paying role locally is Managers, All Other ($92,689). Typical education: Bachelor's degree. Completions: 35,526 regional graduates in 2024 (SLCC: 2,930), indicating an ample pipeline of graduates relative to net growth. Highlighted occupations: Managers, All Other (22,545 jobs, $92,689); Secondary School Teachers, Except Special and Career/Technical Education (7,554 jobs, $71,566). Regional context: The Wasatch Front continues to add residents and jobs, with unemployment near 3% and strong demand driven by aerospace/defense in Davis County and tech and healthcare growth in Utah and Salt Lake counties."
Social Work Program: AS,SWK-AS,Transfer,440701,Social Work,AS,Social Work,SWK,558,0,0,,54,35,29.2,0.17,0,"Current demand: 4,507 jobs across Salt Lake, Utah, and Davis counties in 2024. Projected demand: 5,223 jobs by 2030 (16%), a net change of 716; national-trend adjustment suggests 302. Earnings: average annual pay ranges from $57,748 to $86,101 across mapped roles; top-paying role locally is Social and Community Service Managers ($86,101). Typical education: Bachelor's degree. Completions: 7,344 regional graduates in 2024 (SLCC: 1,120), indicating an ample pipeline of graduates relative to net growth. Highlighted occupations: Social and Community Service Managers (1,869 jobs, $86,101); Child, Family, and School Social Workers (1,311 jobs, $57,748). Regional context: The Wasatch Front continues to add residents and jobs, with unemployment near 3% and strong demand driven by aerospace/defense in Davis County and tech and healthcare growth in Utah and Salt Lake counties."
Sociology: AS,SOC-AS,Transfer,451101,Sociology,AS,Sociology,SOC,106,0,0,,30,17,34.24,0.16,2,"Current demand: 23,764 jobs across Salt Lake, Utah, and Davis counties in 2024. Projected demand: 27,727 jobs by 2030 (17%), a net change of 3,963; national-trend adjustment suggests 2,988. Earnings: average annual pay ranges from $62,749 to $92,689 across mapped roles; top-paying role locally is Managers, All Other ($92,689). Typical education: Bachelor's degree. Completions: 26,945 regional graduates in 2024 (SLCC: 2,761), indicating an ample pipeline of graduates relative to net growth. Highlighted occupations: Managers, All Other (22,545 jobs, $92,689); Social Science Research Assistants (1,218 jobs, $62,749). Regional context: The Wasatch Front continues to add residents and jobs, with unemployment near 3% and strong demand driven by aerospace/defense in Davis County and tech and healthcare growth in Utah and Salt Lake counties."
Software Development: CP,CSSD-CP,Workforce,110101,"Computer/Info Science, General",CP,Software Development,CSSD,1,97,66,41717,78,43,51.73,0.17,0,"Current demand: 26,531 jobs across Salt Lake, Utah, and Davis counties in 2024. Projected demand: 31,360 jobs by 2030 (18%), a net change of 4,829; national-trend adjustment suggests 2,707. Earnings: average annual pay ranges from $89,800 to $167,421 across mapped roles; top-paying role locally is Computer and Information Systems Managers ($167,421). Typical education: Bachelor's degree. Completions: 85,563 regional graduates in 2024 (SLCC: 4,256), indicating an ample pipeline of graduates relative to net growth. Highlighted occupations: Computer and Information Systems Managers (7,704 jobs, $167,421); Computer Occupations, All Other (4,988 jobs, $100,033). Regional context: The Wasatch Front continues to add residents and jobs, with unemployment near 3% and strong demand driven by aerospace/defense in Davis County and tech and healthcare growth in Utah and Salt Lake counties."
Special Fnct Rsv Officer: CA,SFRO-CA,Workforce,430107,Criminal Justice/Police Sci,CA,Special Fnct Rsrve Officer,SFRO,3,0,0,,0,0,41.49,0.15,0,"Current demand: 5,169 jobs across Salt Lake, Utah, and Davis counties in 2024. Projected demand: 5,971 jobs by 2030 (16%), a net change of 802; national-trend adjustment suggests 227. Earnings: average annual pay ranges from $61,828 to $91,228 across mapped roles; top-paying role locally is Detectives and Criminal Investigators ($91,228). Typical education: High school diploma or equivalent. Completions: 1,218 regional graduates in 2024 (SLCC: 280), indicating an ample pipeline of graduates relative to net growth. Highlighted occupations: Police and Sheriff's Patrol Officers (4,121 jobs, $80,526); Private Detectives and Investigators (523 jobs, $68,897). Regional context: The Wasatch Front continues to add residents and jobs, with unemployment near 3% and strong demand driven by aerospace/defense in Davis County and tech and healthcare growth in Utah and Salt Lake counties."
Substance Use Disorder Cnsl:CP,SUDC-CP,Workforce,511501,Substance Abuse Addiction Coun,CP,Substance Abuse Disorder Couns,SUDC,32,0,0,,0,0,23.11,0.2,0,No data available
Surgical Technology: AAS,SURG-AAS,Workforce,510909,Surgical Technology,AAS,Surgical Technician,SURG,47,26,25,58075,22,3,24.87,0.12,0,"Current demand: 979 jobs across Salt Lake, Utah, and Davis counties in 2024. Projected demand: 1,100 jobs by 2030 (12%), a net change of 121; national-trend adjustment suggests 65. Earnings: average annual pay ranges from $58,527 to $69,721 across mapped roles; top-paying role locally is Surgical Technologists ($69,721). Typical education: Postsecondary nondegree award. Completions: 228 regional graduates in 2024 (SLCC: 22), indicating an ample pipeline of graduates relative to net growth. Highlighted occupations: Surgical Technologists (712 jobs, $69,721); Surgical Assistants (267 jobs, $58,527). Regional context: The Wasatch Front continues to add residents and jobs, with unemployment near 3% and strong demand driven by aerospace/defense in Davis County and tech and healthcare growth in Utah and Salt Lake counties."
Surveying & Geomatics: AAS,SVT-AAS,Workforce,151102,Surveying Technology,AAS,Surveying Technology,SVT,1,5,4,98378,3,0,28.13,0.21,0,"Current demand: 1,371 jobs across Salt Lake, Utah, and Davis counties in 2024. Projected demand: 1,556 jobs by 2030 (14%), a net change of 185; national-trend adjustment suggests 71. Earnings: average annual pay ranges from $56,663 to $77,228 across mapped roles; top-paying role locally is Cartographers and Photogrammetrists ($77,228). Typical education: Bachelor's degree. Completions: 546 regional graduates in 2024 (SLCC: 57), indicating an ample pipeline of graduates relative to net growth. Highlighted occupations: Surveying and Mapping Technicians (463 jobs, $56,663); Surveyors (458 jobs, $73,115). Regional context: The Wasatch Front continues to add residents and jobs, with unemployment near 3% and strong demand driven by aerospace/defense in Davis County and tech and healthcare growth in Utah and Salt Lake counties."
Surveying: AAS,SURV-AAS,Workforce,151102,Surveying Technology,AAS,Surveying,SURV,6,3,3,93909,2,0,28.13,0.21,0,"Current demand: 1,371 jobs across Salt Lake, Utah, and Davis counties in 2024. Projected demand: 1,556 jobs by 2030 (14%), a net change of 185; national-trend adjustment suggests 71. Earnings: average annual pay ranges from $56,663 to $77,228 across mapped roles; top-paying role locally is Cartographers and Photogrammetrists ($77,228). Typical education: Bachelor's degree. Completions: 546 regional graduates in 2024 (SLCC: 57), indicating an ample pipeline of graduates relative to net growth. Highlighted occupations: Surveying and Mapping Technicians (463 jobs, $56,663); Surveyors (458 jobs, $73,115). Regional context: The Wasatch Front continues to add residents and jobs, with unemployment near 3% and strong demand driven by aerospace/defense in Davis County and tech and healthcare growth in Utah and Salt Lake counties."
Sustainable Bldg Const: CER,CMSB-CER,Workforce,460412,Bldg Const Site Mgt/Manager,CER,Sustainable Building Construct,CMSB,2,3,2,87015.5,0,0,40.85,0.16,0,"Current demand: 11,635 jobs across Salt Lake, Utah, and Davis counties in 2024. Projected demand: 13,434 jobs by 2030 (15%), a net change of 1,799; national-trend adjustment suggests 596. Earnings: average annual pay ranges from $43,809 to $98,000 across mapped roles; top-paying role locally is Facilities Managers ($98,000). Typical education: High school diploma or equivalent. Completions: 3,699 regional graduates in 2024 (SLCC: 324), indicating an ample pipeline of graduates relative to net growth. Highlighted occupations: First-Line Supervisors of Construction Trades and Extraction Workers (10,189 jobs, $79,933); Facilities Managers (1,419 jobs, $98,000). Regional context: The Wasatch Front continues to add residents and jobs, with unemployment near 3% and strong demand driven by aerospace/defense in Davis County and tech and healthcare growth in Utah and Salt Lake counties."
Technical Theatre: CP,THET-CP,Workforce,500502,Stage Hands,CP,Technical Theatre,THET,7,0,0,,1,0,25.02,0.24,0,"Current demand: 795 jobs across Salt Lake, Utah, and Davis counties in 2024. Projected demand: 902 jobs by 2030 (13%), a net change of 107; national-trend adjustment suggests 81. Earnings: average annual pay ranges from $53,788 to $53,788 across mapped roles; top-paying role locally is Set and Exhibit Designers ($53,788). Typical education: Bachelor's degree. Completions: 952 regional graduates in 2024 (SLCC: 67), indicating an ample pipeline of graduates relative to net growth. Highlighted occupations: Set and Exhibit Designers (795 jobs, $53,788). Regional context: The Wasatch Front continues to add residents and jobs, with unemployment near 3% and strong demand driven by aerospace/defense in Davis County and tech and healthcare growth in Utah and Salt Lake counties."
Theatre Arts: AS,THEA-AS,Transfer,500501,Theatre Arts,AS,Theatre Arts,THEA,74,0,0,,12,4,24.1,0.19,1,"Current demand: 4,329 jobs across Salt Lake, Utah, and Davis counties in 2024. Projected demand: 5,141 jobs by 2030 (19%), a net change of 812; national-trend adjustment suggests 387. Earnings: average annual pay ranges from $72,839 to $81,755 across mapped roles; top-paying role locally is Producers and Directors ($81,755). Typical education: Bachelor's degree. Completions: 1,339 regional graduates in 2024 (SLCC: 135), indicating an ample pipeline of graduates relative to net growth. Highlighted occupations: Producers and Directors (2,126 jobs, $81,755); Actors (1,235 jobs, $81,213). Regional context: The Wasatch Front continues to add residents and jobs, with unemployment near 3% and strong demand driven by aerospace/defense in Davis County and tech and healthcare growth in Utah and Salt Lake counties."
Theatre Performance: CP,THEP-CP,Workforce,500506,Acting,CP,Theatre Preformance,THEP,7,1,1,17478,1,0,25.3,0.22,0,"Current demand: 1,235 jobs across Salt Lake, Utah, and Davis counties in 2024. Projected demand: 1,410 jobs by 2030 (14%), a net change of 175; national-trend adjustment suggests 59. Earnings: average annual pay ranges from $81,213 to $81,213 across mapped roles; top-paying role locally is Actors ($81,213). Typical education: Some college, no degree. Completions: 170 regional graduates in 2024 (SLCC: 13), indicating a roughly balanced graduate pipeline relative to net growth. Highlighted occupations: Actors (1,235 jobs, $81,213). Regional context: The Wasatch Front continues to add residents and jobs, with unemployment near 3% and strong demand driven by aerospace/defense in Davis County and tech and healthcare growth in Utah and Salt Lake counties."
Transition to Teach/ARL: CA,ARL-CA,Workforce,131206,Teacher Educ - Multiple Levels,CA,Transition to Teaching/ARL,ARL,209,0,0,,0,0,30.63,0.08,0,"Current demand: 25,600 jobs across Salt Lake, Utah, and Davis counties in 2024. Projected demand: 28,369 jobs by 2030 (11%), a net change of 2,768; national-trend adjustment suggests 748. Earnings: average annual pay ranges from $35,627 to $76,185 across mapped roles; top-paying role locally is Middle School Teachers, Except Special and Career/Technical Education ($76,185). Typical education: Bachelor's degree. Completions: 18,245 regional graduates in 2024 (SLCC: 396), indicating an ample pipeline of graduates relative to net growth. Highlighted occupations: Elementary School Teachers, Except Special Education (10,372 jobs, $65,141); Secondary School Teachers, Except Special and Career/Technical Education (7,554 jobs, $71,566). Regional context: The Wasatch Front continues to add residents and jobs, with unemployment near 3% and strong demand driven by aerospace/defense in Davis County and tech and healthcare growth in Utah and Salt Lake counties."
